area,role,remainingHours,plannedHours,varianceHours,shiftHours,plannedShiftHours,workerDays,shift,date,headCount,projectCode,companyCode
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-12 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-14 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-15 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-16 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-17 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-18 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-21 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-22 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-23 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-24 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-25 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-28 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-29 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-04-30 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-01 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-02 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-05 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-06 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-07 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-08 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-09 00:00:00.000,13,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-12 00:00:00.000,11,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-13 00:00:00.000,11,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-14 00:00:00.000,11,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-15 00:00:00.000,11,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-16 00:00:00.000,11,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-21 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-22 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-23 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-24 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-25 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-28 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-29 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-30 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-31 00:00:00.000,6,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-08-01 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-28 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-29 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-30 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-01 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-02 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-05 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-06 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-07 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-08 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-09 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-19 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-20 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-21 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-22 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-23 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-27 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-28 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-29 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-30 00:00:00.000,8,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-02 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-03 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-04 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-05 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-06 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-07 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-09 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-10 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-11 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-12 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-13 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-14 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-16 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-17 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-18 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-19 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-20 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-21 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-23 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-24 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-25 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-26 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-27 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-28 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-06-30 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-01 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-02 00:00:00.000,6,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-03 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-07 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-08 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-09 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-10 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-11 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-12 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-14 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-15 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-16 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-17 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-18 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-19 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-21 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-22 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-23 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-24 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-25 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-28 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-29 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-30 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-07-31 00:00:00.000,2,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-08-01 00:00:00.000,2,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-19 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-20 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-21 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-22 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-23 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-27 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-28 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-29 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-05-30 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-02 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-03 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-04 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-05 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-06 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-07 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-09 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-10 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-11 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-12 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-13 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-14 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-16 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-17 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-18 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-19 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-20 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-21 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-23 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-24 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-25 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-26 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-27 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-28 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-06-30 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-01 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-02 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-03 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-07 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-08 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-09 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-10 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-11 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-12 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-14 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-15 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-16 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-17 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-18 00:00:00.000,12,"1902","HSK"
"General Project","Ironworker","3289","2040","1249","10","2040","204","Day",2025-07-19 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-10 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-11 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-12 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-13 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-14 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-17 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-18 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-19 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-20 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-21 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-24 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-25 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-26 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-27 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-28 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-03-31 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-01 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-02 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-03 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-04 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-05 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-07 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-08 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-09 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-10 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-11 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-12 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-14 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-15 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-16 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-17 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-18 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-21 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-22 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-23 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-24 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-04-25 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-12 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-13 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-14 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-15 00:00:00.000,12,"1902","HSK"
"General Project","Boilermaker","30","440","-410","10","440","44","Day",2025-05-16 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-05-27 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-05-28 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-05-29 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-05-30 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-02 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-03 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-04 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-05 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-06 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-07 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-09 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-10 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-11 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-12 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-13 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-14 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-16 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-17 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-18 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-19 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-20 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-21 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-23 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-24 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-25 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-26 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-27 00:00:00.000,12,"1902","HSK"
"General Project","Pipefitter","2000","1360","640","10","1360","136","Day",2025-06-28 00:00:00.000,12,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-10 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-11 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-12 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-13 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-14 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-17 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-18 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-19 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-20 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-21 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-24 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-25 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-26 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-27 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-28 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-03-31 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-01 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-02 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-03 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-04 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-05 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-07 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-08 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-09 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-10 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-11 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-12 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-14 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-15 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-16 00:00:00.000,2,"1902","HSK"
"General Project","Millwright","0","0","0","10","0","0","Day",2025-04-17 00:00:00.000,2,"1902","HSK"
